10,1,0.472549,0.472549,0,0
10,1,0.472549,0.472549,0,0
10,1,0.472549,0.472549,0,0
10,1,0.472549,0.472549,0,0
10,1,0.472549,0.472549,0,0
10,2,0.944687,0.472343,3.72529e-08,0.00019301
10,2,0.944687,0.472343,3.72529e-08,0.00019301
10,2,0.944687,0.472343,3.72529e-08,0.00019301
10,2,0.944687,0.472343,3.72529e-08,0.00019301
10,2,0.944275,0.472137,0,0
10,3,1.41596,0.471988,3.47694e-08,0.000186465
10,3,1.41638,0.472125,1.29143e-07,0.000359365
10,3,1.41596,0.471988,3.47694e-08,0.000186465
10,3,1.41638,0.472125,1.29143e-07,0.000359365
10,3,1.41638,0.472125,1.29143e-07,0.000359365
10,4,1.88806,0.472016,1.08033e-07,0.000328684
10,4,1.88765,0.471913,3.72529e-08,0.00019301
10,4,1.88806,0.472016,1.08033e-07,0.000328684
10,4,1.88806,0.472016,1.08033e-07,0.000328684
10,4,1.88765,0.471913,3.72529e-08,0.00019301
10,5,2.35975,0.471951,1.07288e-07,0.000327549
10,5,2.3602,0.47204,1.04308e-07,0.000322968
10,5,2.35975,0.471951,1.07288e-07,0.000327549
10,5,2.35975,0.471951,1.07288e-07,0.000327549
10,5,2.35975,0.471951,1.07288e-07,0.000327549
10,6,2.83177,0.471961,5.96046e-08,0.000244141
10,6,2.82833,0.471388,4.52002e-07,0.000672311
10,6,2.82878,0.471463,3.72529e-08,0.00019301
10,6,2.83038,0.471731,1.51495e-07,0.000389224
10,6,2.82727,0.471212,3.06716e-06,0.00175133
10,7,2.94502,0.420718,0.00648281,0.0805159
10,7,2.91534,0.416477,0.0078857,0.0888015
10,7,3.0361,0.433728,0.00861018,0.0927911
10,7,2.91673,0.416676,0.00696255,0.0834419
10,7,3.06674,0.438106,0.0066249,0.0813935
10,8,2.85656,0.357071,0.0257452,0.160453
10,8,2.96022,0.370028,0.0178079,0.133446
10,8,3.00581,0.375726,0.0237162,0.154001
10,8,2.95281,0.369101,0.0247999,0.15748
10,8,2.98231,0.372788,0.00915879,0.0957016
10,9,3.08079,0.34231,0.0141139,0.118802
10,9,3.15226,0.350252,0.0179486,0.133972
10,9,2.96678,0.329643,0.0158434,0.12587
10,9,3.05343,0.33927,0.0220309,0.148428
10,9,2.87809,0.319788,0.0240057,0.154938
10,10,3.00824,0.300824,0.0175904,0.132629
10,10,3.14279,0.314279,0.0136638,0.116892
10,10,3.16665,0.316665,0.0119978,0.109534
10,10,3.1342,0.31342,0.019758,0.140563
10,10,3.11577,0.311577,0.0191054,0.138222
10,11,3.14401,0.285819,0.0113553,0.106561
10,11,3.15315,0.28665,0.00720622,0.0848895
10,11,3.036,0.276,0.00980957,0.0990433
