10,1,0.945447,0.945447,0,0
10,1,0.945447,0.945447,0,0
10,1,0.945447,0.945447,0,0
10,1,0.945447,0.945447,0,0
10,1,0.945447,0.945447,0,0
10,2,1.89003,0.945017,0,0
10,2,1.89003,0.945017,0,0
10,2,1.89003,0.945017,0,0
10,2,1.89003,0.945017,0,0
10,2,1.89003,0.945017,0,0
10,3,2.83411,0.944703,5.36442e-07,0.000732422
10,3,2.8264,0.942135,9.97384e-06,0.00315814
10,3,2.82773,0.942578,3.69549e-06,0.00192237
10,3,2.83196,0.943986,7.94729e-07,0.000891476
10,3,2.82554,0.941848,1.26362e-05,0.00355474
10,4,2.77141,0.692851,0.0178394,0.133564
10,4,2.83614,0.709036,0.0345745,0.185942
10,4,2.90676,0.72669,0.0420796,0.205133
10,4,2.7807,0.695175,0.0355182,0.188463
10,4,2.83774,0.709435,0.165612,0.406955
10,5,2.8515,0.5703,0.00489253,0.0699466
10,5,2.91215,0.582429,0.0512827,0.226457
10,5,2.90354,0.580709,0.0324713,0.180198
10,5,2.86546,0.573092,0.118954,0.344897
10,5,2.78935,0.557869,0.0523611,0.228826
10,6,2.86293,0.477155,0.0771104,0.277688
10,6,2.96205,0.493675,0.0427875,0.206851
10,6,3.04531,0.507552,0.0358823,0.189426
10,6,2.90095,0.483491,0.0248255,0.157561
10,6,3.07428,0.51238,0.0390921,0.197717
10,7,3.06128,0.437326,0.0367486,0.191699
10,7,3.01872,0.431245,0.0583569,0.241572
10,7,2.99291,0.427559,0.0179819,0.134097
10,7,3.04843,0.43549,0.0527751,0.229728
10,7,2.88913,0.412732,0.0296769,0.17227
10,8,3.09072,0.38634,0.0425574,0.206294
10,8,2.89985,0.362481,0.030536,0.174746
10,8,3.07263,0.384079,0.0277512,0.166587
10,8,3.04167,0.380209,0.0250711,0.158338
10,8,3.00943,0.376179,0.021759,0.147509
10,9,2.97142,0.330158,0.0236127,0.153664
10,9,3.11371,0.345968,0.0250085,0.158141
10,9,3.10183,0.344648,0.022081,0.148597
10,9,3.05188,0.339098,0.0186558,0.136586
10,9,3.15222,0.350246,0.0129383,0.113747
10,10,3.13749,0.313749,0.0212915,0.145916
10,10,2.98787,0.298787,0.0202531,0.142313
10,10,3.12814,0.312814,0.0170034,0.130397
10,10,3.1523,0.31523,0.0194804,0.139572
10,10,3.13525,0.313525,0.00955694,0.0977596
10,11,3.147,0.286091,0.0108748,0.104282
10,11,3.13174,0.284704,0.0212354,0.145724
10,11,3.16674,0.287885,0.013521,0.11628
10,11,3.16001,0.287273,0.00837812,0.0915321
10,11,3.14789,0.286172,0.0185548,0.136216
10,12,3.11388,0.25949,0.0133008,0.115329
10,12,3.16816,0.264014,0.00859095,0.0926874
10,12,3.12869,0.260724,0.0155166,0.124566
10,12,3.15605,0.263004,0.0117489,0.108392
10,12,3.13138,0.260948,0.0201269,0.141869
10,13,3.14716,0.242089,0.00867362,0.0931323
10,13,3.13819,0.241399,0.0107179,0.103527
10,13,3.13954,0.241503,0.0200715,0.141674
10,13,3.1669,0.243608,0.0129027,0.11359
10,13,3.1337,0.241054,0.0192534,0.138757
10,14,3.1302,0.223586,0.012198,0.110445
10,14,3.11988,0.222849,0.0138778,0.117804
10,14,3.15308,0.22522,0.00894338,0.0945694
10,14,3.16564,0.226117,0.0119979,0.109535
10,14,3.1468,0.224771,0.0105402,0.102665
10,15,3.14333,0.209555,0.0149971,0.122463
10,15,3.11951,0.207968,0.00616998,0.0785492
10,15,3.14284,0.209523,0.0134447,0.115951
10,15,3.12534,0.208356,0.00950782,0.0975081
10,15,3.14464,0.209643,0.00999973,0.0999986
10,16,3.14969,0.196856,0.0109575,0.104678
10,16,3.16311,0.197694,0.0082298,0.0907182
10,16,3.15414,0.197134,0.0148566,0.121888
10,16,3.14337,0.196461,0.00834263,0.091338
10,16,3.16939,0.198087,0.00627183,0.0791949
10,17,3.15826,0.18578,0.00841712,0.0917449
10,17,3.13762,0.184566,0.00708774,0.0841887
10,17,3.16005,0.185885,0.00957815,0.097868
10,17,3.14659,0.185094,0.00366487,0.0605382
10,17,3.15287,0.185463,0.00798271,0.089346
10,18,3.12514,0.173619,0.0105589,0.102757
10,18,3.15699,0.175389,0.0069069,0.0831077
